;review_text;sentiment;price;service;food
4965;it's a simple place with a small menu but their ramen is delicious;;;;
4966;the noodles are freshly made as well as their pork;;;;
4967;the soft boiled egg is perfectly made and isn't overly seasoned;;;;
4968;i would recommend coming here;;;;
4969;ok my first yelp review so bear with me;;;;
4970;i tend to break things down into categories so i'll go with that for now;;;;
4971;atmosphere;;;;
4972;confusing;;;;
4973;decor is kinda kitschy supposedly to evoke dinner at mom's or something of that order;;;;
4974;yeah if you have really loud obnoxious relatives;;;;
4975;maybe it's due to the construction of the space but the place was loud! for the price (more about that later) this is a special-occasion restaurant for most of us but i wouldn't recommend it for an romantic/intimate one;;;;
4976;service;;;;
4977;no complaints here;;;;
4978;our server (eric i believe) was extremely pleasant and most helpful;;;;
4979;he took the time to explain some of the menu items checked on us fairly often and  was generally very friendly;;;;
4980;high marks here;;;;
4981;food (quality);;;;
4982;again very few complaints;;;;
4983;food was fresh and flavorful;;;;
4984;portions while not huge were pretty satisfying;;;;
4985;my wife had the roasted beet salad (actually part of the 4-course special but our server told us we could order it a la carte) and enjoyed it very much;;;;
4986;i started with the caesar;;;;
4987;the black garlic dressing was delicious! highly recommended!  my wife's filet mignon was well prepared and presented;;;;
4988;i had the brick oven chicken and was very pleased;;;;
4989;moist tasty and the mac & cheese was excellent;;;;
4990;topped off with the brookie for dessert a very nice meal;;;;
4991;food (value);;;;
4992;and here's why i tend to shun trendy restaurants;;;;
4993;a cocktail a glass of wine a beer 2 salads 2 entrees and 1 dessert;;;;
4994;just this side of $140;;;;
4995;brief breakdown;;;;
4996;"the beer although a john smith from england was served out of a can! some may call this ""ironic""";;;;
4997;"i say ""tacky!"" the aforementioned beet salad? a few pieces of beet a little arugula a dollop of ricotta";;;;
4998;$14! and although my chicken was very good one medium-sized chicken breast doesn't warrant a price over $20;;;;
4999;"and before the summerlin crowd starts chanting ""go back to denny's"" i'm talking value not price";;;;
5000;my last two steakhouse meals (silverado and circus circus) were each about $30 less for a comparable meal;;;;
5001;so all in all good not great and not worth the price;;;;
5002;ok this place had us right from the start;;;;
5003;my wife just finished  running a marathon and was extremely cold;;;;
5004;seeing her shiver our waiter brought her a cup of homemade chicken vegetable soup on the house;;;;
5005;who does that these days?;;;;
5006;the service really was great;;;;
5007;from start to finish;;;;
5008;the food was excellent;;;;
5009;it was standard fare for a grill but you can tell those that prepared it really cared;;;;
5010;i had the la wrap and my wife had more soup;;;;
5011;both were really good;;;;
5012;they make fresh homemade soup every day;;;;
5013;i'll be back;;;;
5014;you should give them a try too;;;;
5015;great atmosphere;;;;
5016;you can dance or you can just hang out;;;;
5017;plenty of people having fun but not to the point where it is impossible to move around the place;;;;
5018;i would go again;;;;
5019;the service is always sweet nothing too spectacular happening with the food;;;;
5020;they do make the place very cheery and comforting which isn't easy for the space they're working with;;;;
5021;it's a good casual spot for drinks and munchies in a cute neighborhood but nothing to write home about on a normal day;;;;
5022;the coffee i had was pretty gross;;;;
5023;the cappuccino was barely foamy and the coffee was kind of rancidly bitter;;;;
5024;i've been here 10+ times now and each time the service has been excellent;;;;
5025;they have slowed down a little since the grand opening like most places do which to me has only allowed them to improve;;;;
5026;i will continue to frequent this convenient location;;;;
5027;the quality of the food is still great and there's nothing hidden about how it's prepared;;;;
5028;while you wait in line to order you can view openly where they prepare the food so you know it's clean and up to standards;;;;
5029;no complaints here!;;;;
5030;frybread is good but there isn't enough substance;;;;
5031;i got some watered down beans hardly any ground beef and mostly lettuce;;;;
5032;i've never had a bad experience here;;;;
5033;delivery pickup whatever the food always turns out good for me;;;;
5034;yesterday they were my saving grace when papa john's let me down severely;;;;
5035;pizza hut quoted me an hour-ish wait time (which is fine when i know about it not when i'm promised 30-40 minutes and it ends up being over an hour like pj's was);;;;
5036;and they were there at my house with my piping hot delicous pizza in about 25 minutes;;;;
5037;love;;;;
5038;yes this is as good as it gets!  dr;;;;
5039;dameron and his team make going to the dentist actually a really good experience!  the whole staff is very professional kind and accommodating;;;;
5040;not to mention happy!  the hygienists are just the best as are all the staff;;;;
5041;dameron's work is beautifully done and my teeth have never looked or felt better;;;;
5042;i highly recommend this whole office to anyone needing work done!  you will not be disappointed;;;;
5043;i've had 3 other laser tattoo removals before i came here so i know what i should be getting;;;;
5044;honestly she didn't even go over it all the way with the laser;;;;
5045;there's quite a bit of the tattoo that's untouched;;;;
5046;i'll be going somewhere else for the remainder;;;;
5047;it's not worth the pain if it's not even going to make a difference;;;;
5048;i was very pleased with my visit yesterday the staff was friendly and got my drink out fast i wasn't sure what i wanted but i was helped by a young lady named bella and she really took the time to listen and know what i wanted;;;;
5049;she even continued to talk with me after i bought my coffee the employees really did make my day;;;;
5050;i will continue to come back to this location;;;;
5051;i will say that the unsalted edemame was not expected or appreciated;;;;
5052;a friend who lived in japan says unsalted is the default but isn't the way i prefer;;;;
5053;the crab legs were not great either but crab legs are not what brought me to this buffet it was the opportunity to eat an irresponsible amount of sushi and then be able to complain about it on the internet if they asked me to exercise even a bit of discretion;;;;
5054;they did not interrupt my my unrestrained gluttony;;;;
5055;i appreciated this at the time but i wonder how they sleep at night watching gastronomic self destruction shift after shift;;;;
5056;i thought the sushi was pretty good;;;;
5057;i went in the afternoon (paying dinner buffet price) on the weekend;;;;
5058;the selection was pretty good and every time i returned there was more stuff;;;;
5059;it really surprised me that they had sashimi which was well cut;;;;
5060;they had a good variety of sashimi and only one was strong (but i dont remember;;;;
5061;maybe the hamachi?);;;;
5062;the rolls were rolled well too;;;;
5063;as for freshness only what i think was the hamachi was maybe off;;;;
5064;i am sure it depends on when you go;;;;
5065;i tipped the guys working the buffet (as well as my server) because i thought they were good enough to warrant it;;;;
5066;the service was friendly;;;;
5067;i thought it was weird that drinks come in massive beer steins which do not exactly mesh with the contemporary asian fusion decor which is classy and understated;;;;
5068;there was a group there (i think it was somebody's birthday or engagement or something) and it was clear that this is a good place for a group of people to go;;;;
5069;if you want to eat a lot of sushi or want to go to a restaurant with a variety of asian dishes plus a lot of sushi that is not expensive this is a good choice;;;;
5070;i wish it wasn't in bumblefuck south kankakee and i hope that the location doesn't deep-six the place but i will be back;;;;
5071;the square plays host to so many things throughout the warm weather months it's a staple for those living right downtown;;;;
5072;my favourite thing about it is the fountains in the summer and the free movie nights at sunset (byochair);;;;
5073;but sometimes the square is best when there is nothing going on and instead it's a big empty space available for a time out away from the crowds right across the way at the eaton centre;;;;
5074;i'm very surprised that after 20+ reviews this place has a 4 1/2 average rating;;;;
5075;first off so you don't think i'm some elitist bastard let me state that i happily eat food at ihop and denny's;;;;
5076;anyway so as i was with a bunch of college friends last weekend in vegas apparently eating at the peppermill was a must?!? the decor of the place with it's bright neon rainbow purplish lights was a felt like a cross between denny's and a strip club;;;;
5077;i don't really dig that kind've ambience unless i'm actually in a strip club;;;;
5078;service was okay nothing really stood out as good or bad and prices are actually good for being on the strip and having burgers around $9-10 and steaks  are like $25 (although i'd rather spend $5-10 more and go to a legit steakhouse);;;;
5079;so why 2 stars? well;;;;
5080;the food absolutely sucked;;;;
5081;i ordered a swiss mushroom burger w/curly fries;;;;
5082;first off the burger and curly fries looked delicious;;;;
5083;but upon eating my food;;;;
5084;i found absolutely no taste in any of the food even after adding tons of salt and pepper to it;;;;
5085;it's as if some mixture of oil and plastic got in my food that negated anything that could add taste to my food;;;;
5086;plus the mayo i got came in this bowl and let's say something about it's color and texture didn't look right;;;;
5087;anyway the service and price were okay decor a little dirty feeling for my taste;;;;
5088;but what really killed it was that the food lacked any taste at all;;;;
5089;save your money and go to in & out burger at the other end of the strip or even burger king much closer at o'sheas;;;;
5090;ordered 2 coffee and two breakfast croissant sandwich for me and bf;;;;
5091;the croissant was very tasty but the size is tiny;;;;
5092;so it's quite expensive for the size;;;;
5093;i would like to return but i probably will need to order two just for myself and it would be too expensive for breakfast;;;;
5094;"un genre de ""self serve"" de pã¢tisseries hongkongaises";;;;
5095;les prix sont abordables et en plus c'est vraiment bon! on voit frã©quemment les employã©s remplir les prã©sentoirs de pã¢tisseries fraichement cuites ã§a prouve au moins qu'il y a un bon roulement de produits et qu'ils trainent pas sur les tablettes plusieurs jours;;;;
5096;je n'ai goã»tã© qu'aux pã¢tisseries sucrã©es mais ils en ont aussi pas mal ã  base de viande pour les repas c'est ã  essayer si vous ãªtes curieux!;;;;
5097;located at the venetian hotel in las vegas;;;;
5098;great service fast or slow depending on how busy it is;;;;
5099;i ordered beef/broccoli chicken chow mein soft noodles & a small wonton soup;;;;
5100;i didn't like the green bell pepper in the chow mein (next time i will order without it);;;;
5101;today i ordered a noodle soup with chicken and vegetables;;;;
5102;definitely hit the spot;;;;
5103;i added some soy sauce and chili for flavor;;;;
5104;one of my favorite chinese restaurants';;;;
5105;never had a problem at this one until today;;;;
5106;guess they were to busy to care about the quality of their food;;;;
5107;i ordered my regular asiago ranch spicy chicken sandwich;;;;
5108;got my food at the window i always do a quality check no matter what looked at my sandwich and it had honey mustard on it last time i checked honey mustard and ranch were two different things;;;;
5109;so i sent it back the girl who made it came to the window and argued that it was made correctly;;;;
5110;i said no because asiago ranch isn't yellow and doesn't taste like honey mustard;;;;
5111;she said i know i made it right i said ok well i don't want it;;;;
5112;so she took it back brought me another one this time a regular chicken sandwich with a ranch packet;;;;
5113;yeah i paid 7 dollars for a ranch packet with a chicken sandwich;;;;
5114;sweet girl right nasty attitude to boot;;;;
5115;so i took it into the store this time and the manager showed me the ranch in the bottle that was suppose to be on my sandwich and remade it;;;;
5116;wow imagine that someone who new how to make it without attitude;;;;
5117;i'm still very disappointed money is money no matter where you spend it at;;;;
5118;and i expect to get what i ask for with my money;;;;
5119;not something you just feel like free styling;;;;
5120;we had my mother's birthday party here on 10/29/16;;;;
5121;what a great time we all had;;;;
5122;the food music and waiters were great!!! thanks lyles!!!;;;;
5123;wow - this place is incredible;;;;
5124;it is huge well lit organized and everything is used and reasonably priced;;;;
5125;saw this place on yelp and had to check it out;;;;
5126;they advertise as an entertainment exchange store;;;;
5127;they take trades on books magazines movies cds games;;;;
5128;i have never seen a used place this well great;;;;
5129;wish we had something comparable in denver;;;;
5130;i love this place;;;;
5131;it's great to have a neighborhood center with good food and great coffee!!  the patio is great all year long;;;;
5132;shaunz sells the most unique shirts i have ever come across! the staff quality of clothing and selection is incredible;;;;
5133;thank you shaunz for selling shirts online now!;;;;
5134;there are two giant eagles nearby;;;;
5135;the gargantuan market district over in village square and this one;;;;
5136;i would choose this one 9/10 times over the other;;;;
5137;that lone other time is in the event i run out of a special shaving soap that only seems to be sold there;;;;
5138;i don't particularly like giant eagle unless i'm armed with coupons;;;;
5139;they double coupons but their regular prices are high;;;;
5140;but this particular giant eagle had one huge bonus;;;;
5141;their bakery makes really good everything bagels;;;;
5142;better than the ones from the other giant eagle market district even though that bakery is huge and fancy;;;;
5143;even before their renovation i would go there just for bagels;;;;
5144;their donuts are just like other giant eagle bakery donuts;;;;
5145;really good;;;;
5146;personally i prefer them over dunkin;;;;
5147;the store is recently renovated clean and normal in size;;;;
5148;i highly recommend this spa;;;;
5149;asian foot massage spas are a dime a dozen out here but this one was professional clean and overall very pleasant;;;;
5150;this is the place to get your massages! out-of-towners;;;;
5151;take an evening off the main strip and take a cab out to this chinatown strip;;;;
5152;get a foot massage here dinner and tea downstairs and visit the shops on this part of town;;;;
5153;i was treated to lunch here and even for a free lunch it was not satisfying;;;;
5154;first my french onion soup had very little flavor almost watered down;;;;
5155;the cheese was overcooked and clumping and the bread was just;;;;
5156;bread in my soup;;;;
5157;i had the short ribs for my entree;;;;
5158;the ribs where extremely dry and overcooked;;;;
5159;the portions are small and the meat was so inedible that i didn't even finish my meal;;;;
5160;what flavor that was infused was just sauce cooked onto the meat and no flavor from the meat itself;;;;
5161;i was extremely disappointed;;;;
5162;my guess is that they garner the majority of their business from out of towners staying in the hotel it is connected to;;;;
5163;this will definitely not be in my lunch rotation downtown;;;;
5164;i love ny city pizza pie;;;;
5165;excellent rendition of sharing a portion of ny here in the desert;;;;
5166;last time i was in this area at lunch time chao was still being built;;;;
5167;now it's open and today was my first official visit to check things out;;;;
5168;i've only tried one entree from the menu but if the other choices are anything like what i ate today i will definitely be a regular here;;;;
5169;i tried the pad kee mao with chicken;;;;
5170;if you don't know what this is it consists of rice noodles onion thai basil chili a little bell pepper and a slice of tomato in there somewhere - all covered in spicy brown sauce;;;;
5171;the flavor of this entree was amazing - definitely something i will order again;;;;
5172;one of my co-workers decided to eat light and ordered the chicken satay which he also enjoyed;;;;
5173;service here was great - brian took good care of us;;;;
5174;they seem to be doing well since they opened;;;;
5175;decent crowd at lunch but not too packed;;;;
5176;i like the layout inside - and the fact that they have a bar means i will definitely be visiting chao in the near future for happy hour;;;;
5177;updates to follow after i visit here a few more times!;;;;
5178;i appreciate the staff clean facilities and responsiveness to maintenance requests;;;;
5179;i have utlized the gym and access to wi fi in the office with no issues,;;;;
5180;a little pricey but worth it! crepes were delicious! we got the seafood and chicken pesto;;;;
5181;really cute back area and service was good;;;;
5182;would come back!;;;;
5183;i searched for the closest shipping center near me and found safe ship;;;;
5184;to be honest i chose this business primarily because of their high ratings;;;;
5185;i had to ship two extra large packages to hawaii and wanted tracking and arrival signatures but didn't want to pay an arm & leg for it;;;;
5186;ben was of great help and got me the best deal possible with my packages' specific weights and dimensions;;;;
5187;i couldn't be happier with my experience and highly recommend safe ship to anyone!;;;;
5188;my husband brought me here for our 2nd year anniversary and i love the ambience of this place;;;;
5189;that includes the music and environment;;;;
5190;the food was amazing;;;;
5191;we ordered the truffle fries and it was great!!!  i ordered the spicy seafood pasta and my husband ordered the amazing chicken and rice au gratin;;;;
5192;the cocktails were awesome and we had a great night;;;;
5193;the service was fast and the waiter was very pleasant to talk to;;;;
5194;it wasn't pricey either which was a surprise given the amazing service there;;;;
5195;this is a definite go!;;;;
5196;if there are two things i like they are eating and drinking;;;;
5197;and gastropubs really let me do both at the same time very well;;;;
5198;so they're already on a good footing with me;;;;
5199;gaspar is a very nice place inside;;;;
5200;it has a cozy warm feeling with its dim (but not too dim) interior exposed brick and wood;;;;
5201;tip;;;;
5202;you can get in either on rue de la commune or rue saint paul or through the hotel to which it is attached;;;;
5203;both times i came i sat at the bar and received excellent and friendly service;;;;
5204;the first time it was monday evening and it was dead (and late november;;;;
5205;and cold outside);;;;
5206;i had the (bbq bourbon bacon) burger (that's a lot of bs);;;;
5207;while it was cooked more than i'd have liked (i wasn't asked how i wanted it done and didn't think to specify;;;;
5208;stupid me!) it still tasted very good;;;;
5209;cooked a bit less it could be a top 20 burger for me;;;;
5210;i also subbed fries out for cheesy mashed taters (no extra charge) and they were yummy too;;;;
5211;oh and i had a pint of beer which was beery good;;;;
5212;second visit thursday night and the place was much more hopping;;;;
5213;there was live music drink specials and a generally good vibe in the place;;;;
5214;i had steak frites which was cooked to the medium i specified (i was asked this time) and good though not exceptional;;;;
5215;the fries (aka frites) were very good;;;;
5216;the highlight of the meal believe it or not was the pea soup which was so good i almost licked the bowl when i finished! you can bet i'll be ordering that again next time i'm there;;;;
5217;oh and i had a house beer or two ($6/pint);;;;
5218;you can bet i'll be back (probably very soon)!;;;;
5219;great burger;;;;
5220;one of the best fast food burgers i've ever had right behind 5 guys;;;;
5221;i've been a fan of pita jungle since my asu days when i lived down the street from the apache location;;;;
5222;now i live in the arcadia area so this is the one we frequent;;;;
5223;i haven't noticed a huge difference between the two locations same great food same stoned servers;;;;
5224;my usual is the portabello burger;;;;
5225;the balsamic marinade they use is fantastic;;;;
5226;the presentation is a little messy but once it hits your lips it's so good;;;;
5227;i pass on the new potatoes for steamed spinach and it's pretty amazing;;;;
5228;everyone knows the hummus rocks;;;;
5229;i love how they let you split up a small order between the roasted bell pepper and jalapeno cilantro;;;;
5230;it's like a little hummus sampler for less than $5;;;;
5231;the service can be spotty especially when it comes to drink refills but i've surprisingly never had an order come out incorrectly;;;;
5232;i normally would not be surprised by this standard service expectation being consistently fulfilled but i have had some baked servers here so the fact that they can remember my steamed spinach substitution each and every time is kind of impressive;;;;
5233;so good job stoned servers;;;;
5234;maybe work on the drink thing though;;;;
5235;there is nothing bad in here !! it's true;;;;
5236;amazing bagels bakery section i've always loved their sandwiches and there omelets are so good;;;;
5237;i remember they used to be in the sun coast hotel and they had some amazing sugar free desserts;;;;
5238;i don't know if they make them anymore;;;;
5239;sad;;;;
5240;but do go it's so good;;;;
5241;had to come here today because my son wanted falafel balls for dinner(i went to costco walmart nobody carries them;;;;
5242;) i hate the customer service here but love the products;;;;
5243;today at checkout i didn't get a hello but i got a thankyou and a have a nice day;;;;
5244;maybe things are starting to look up here;;;;
5245;it needs to because there is never anybody in this store;;;;
5246;they are probably busy on saturdays;;;;
5247;today they had 3 checkouts open and there was not a queue at any;;;;
5248;we arrived for our reservation at 7;;;;
5249;15pm;;;;
5250;they seated us right on time;;;;
5251;the resturant was fairly loud at first but once the family dinner croed cleared out at 7;;;;
5252;30pm it quieted down;;;;
5253;the food and service was outstanding and at a very reasonable price;;;;
5254;i highly recommend mimi's very a late dinner;;;;
5255;very overpriced for what you get;;;;
5256;i had the skirt steak which was stringy and tough;;;;
5257;i've had much better meals at mad mex;;;;
5258;our server was extremely impersonal and we were rushed out;;;;
5259;will not return;;;;
5260;always slow service;;;;
5261;they don't always have what you initially wanted and then they mess that order up too;;;;
5262;i come  here because of the proximity but i think i'll just make the drive out to a different starbucks from now on;;;;
5263;i agree with some of the other reviewers the coffee is weak and the parking/drive thru  set up is hell;;;;
5264;overall  not worth going to this location;;;;
5265;bang is by far the best chiropractor i've ever been to;;;;
5266;most chiropractors just crack all your joints and call it a day but dr;;;;
5267;bang believes chiropractics is not just about cracking bones;;;;
5268;he finds the movement and alignment through other stimulation's such as heat therapy electricity and a couple other devices;;;;
5269;we actually didn't start adjusting joints until my 4th visit! every session i feel a lot better he runs the facility by himself so when you come in it's a personable experience all around;;;;
5270;highly recommend!;;;;
5271;if you are looking for entertainment from the wait staff save your time and money because you will not get it at this location;;;;
5272;not only did we not have an interactive waitress we did not see any around us;;;;
5273;we love dick's last resort however going to this location was a total let down for our family;;;;
5274;this experience for us was nothing more than a very expensive dinner with no entertainment;;;;
5275;very disappointing;;;;
5276;this restaurant is a gem!  service was spectacular and the food was terrific;;;;
5277;based on yelp review i ordered the traditional greek salad;;;;
5278;absolutely fantastic - light dressing huge size and totally delicious;;;;
5279;i strongly suggest going when they have their live entertainment;;;;
5280;beyond my expectations;;;;
5281;we were treated like valued guests;;;;
5282;try the spanokopita - it's delicious;;;;
5283;belly dancing and live music with incredible singers;;;;
5284;what a delight;;;;
5285;i can see why the packhouse is not a packed house;;;;
5286;(see what i did there?);;;;
5287;i already wasn't really thrilled about coming to this joint;;;;
5288;i checked the reviews they weren't really poppin;;;;
5289;i looked at pics weren't enough of them;;;;
5290;and the menu looked;;;;
5291;okay;;;;
5292;but i'm always down for something new and different and my homie was eager to check this place out so why not?;;;;
5293;welp it wasn't good my friend;;;;
5294;i ordered the packhouse burger;;;;
5295;because if you can't do a burger right then something is seriously wrong;;;;
5296;and it was all wrong;;;;
5297;not once but twice;;;;
5298;my other homie decides to get the same thing;;;;
5299;she didn't want the tomato jam (she's allergic to tomatoes) and she wanted hers cooked medium well;;;;
5300;i wanted the tomato jam and my meat to be cooked medium;;;;
5301;you following so far?;;;;
5302;we both asked for the mac and cheese as a side;;;;
5303;side note;;;;
5304;why do they not have fries???!!! not even sweet potato fries???!! like forreal tho;;;;
5305;anyway they bring out my homies burger and my other friends dish;;;;
5306;they bring out my food last;;;;
5307;there's a ton of mustard on my burger;;;;
5308;literally all i can taste is mustard;;;;
5309;they killed my meat;;;;
5310;like if the cow wasn't dead before they cooked it they made sure they killed it when they grilled it;;;;
5311;and after a few bites i noticed i didn't have any tomato jam;;;;
5312;come to find out they switched me and my homies burgers;;;;
5313;although her meat was well done and dry as well;;;;
5314;my homie is breaking out (tomato allergy) and i'm just over the burger;;;;
5315;they were nice enough to comp our burgers and asked if we wanted new ones;;;;
5316;we were good with that;;;;
5317;they also said they would give us free dessert;;;;
5318;okaaaay!!!;;;;
5319;new burgers come out they get the toppings right and the chef wasn't as enthusiastic with the mustard the second go round;;;;
5320;however! my meat was still dry and over cooked;;;;
5321;{sigh};;;;
5322;whatever;;;;
5323;i couldn't finish the burger;;;;
5324;like the meat was a choking hazard;;;;
5325;the mac and cheese was aight;;;;
5326;i love gouda but it wasn't hittin it;;;;
5327;ah well;;;;
5328;my other homie said her crab cake was too juicy;;;;
5329;i didn't get much else from her meal but she did say this place was 2 star worthy as well;;;;
5330;also we get the complimentary bread and butter after we get our food;;;;
5331;the homie has to ask for the bread and butter;;;;
5332;strange and not needed at that point;;;;
5333;the desserts (forgot to take pics) were actually really good;;;;
5334;the hummingbird cake was moist and not too sweet;;;;
5335;i don't like nuts but i had several bites anyway cause the flavor was really good;;;;
5336;the oatmeal cream pie cookie joint was pretty good but again i'm not a fan of nuts and thick creamy icing;;;;
5337;but anyone who is down for this would love it!;;;;
5338;so there you have it;;;;
5339;the service was top notch;;;;
5340;i gave more than 20% of what my bill would have been because i can't fault the staff but i'm sorry guys the food needs some work;;;;
5341;the location and setup is dope;;;;
5342;the vibe is chill and everyone is really attentive and nice;;;;
5343;if they work on the food i can see this place getting packed with the quickness;;;;
5344;i like to come here every 3-6 months;;;;
5345;i'm not huge on injera so every quarter to half a year is enough to get my fix;;;;
5346;i have loved this place every single time i went except the last;;;;
5347;the (beautiful) waitress is really helpful in helping you choose a dish and (again other than my last visit) they are always delicious;;;;
5348;unfortunately the last time i went the dish she recommended tasted like old chinese food (which is very strange) but i've been probably 10 other times and each time it has been delicious so i'm going to just assume it was a one-off bad day and give it another try because honestly the food is generally really good and filling;;;;
5349;prices are decent they have groupons available for this place a lot so if you are nervous about going wait for a groupon to be available and that should cover half the meal for 2-3 people;;;;
5350;the place is usually pretty packed but on a week night you can usually get a seat without having to wait;;;;
5351;i hate that my review is going to contribute to the growing popularity of this place and me waiting longer to get a table in the future but oh well;;;;
5352;this place has the best beer selection that i've seen in the city;;;;
5353;the variety of beers is unparalleled;;;;
5354;barvolo doesn't touch this barhop! i also like that they let you do samplers of their draft beers;;;;
5355;the food is pretty good too;;;;
5356;really they excel at all the things i've complained that was wrong about barvolo (see my other review);;;;
5357;the beauty salon business does well around this area;;;;
5358;there's many!;;;;
5359;dimple's was no great shakes;;;;
5360;it was conveniently located to where i was running errands and brown (so i knew eyebrow threading would be inexpensive and ace);;;;
5361;eyebrow threading is $4;;;;
5362;that's usually what it goes for at these places;;;;
5363;no taxes on cash payments! i am not being racist but white places charge more and they don't do a great job;;;;
5364;so always find an indian or arab place to go to for threading;;;;
5365;it hurt;;;;
5366;but i came out looking fabulous! #worthit;;;;
5367;listen don't complain that you got in late or the guy at the door was rude if you get there if you get there past 11pm who do you think you are the kardashians?! i mean seriously i get bottle service every single time and i do not get there later than 10-1030 pm sure the club may still be empty but i would muchhh rather hang out at my sickkk table than wait in a line for 2 hours;;;;
5368;amazing club if you have game you willl have fun i highly recommend a table it is keyyy because you get tired of dancing for a few hours you go back to your table with some chicks hang out for a quick 20 then your back at it going nuts!;;;;
5369;oddly enough it was a negative yelp review that drew me to diamond's in the first place (a review i see is no longer on yelp);;;;
5370;but after putting up with crappy service just to get the sourdough burger i love the argument with a man who was either the gm or the owner about whether a service dog could come in his bar was the last straw;;;;
5371;i'm not sure why he thinks he can refuse service to someone coming in with a service dog but that was the last straw for me;;;;
5372;i will miss the sourdough burger but trust me when i suggest you find a nicer place and ask them to make a sourdough burger (on sourdough bread with grilled onions and cheese);;;;
5373;this hawaiian/korean restaurant brought me back to the local cuisine of  hawaii;;;;
5374;i ordered the meat jun combo plate and it was good;;;;
5375;the soy dipping sauce for the meat jun should be bottled and sold in markets;;;;
5376;deifinitely stopping by to try the other items on the menu;;;;
5377;the aloha spirit is deifinitely alive and well in las vegas;;;;
5378;thanks to russel;;;;
5379;i just got the apple fritter;;;;
5380;i wanted to love it so much;;;;
5381;the texture was nice the apple chunks were perfect;;;;
5382;however;;;;
5383;it was so greasy i lost all the good flavor to grease;;;;
5384;i am honestly disappointed and not satisfied at all;;;;
5385;they were very nice and even warmed my one lowly apple fritter up;;;;
5386;i just wish it were less greasy;;;;
5387;i love salad and go! healthy delicious food on the fly;;;;
5388;the best drive-through in surprise! very friendly staff & fast service;;;;
5389;have loved every single thing i've tried off the menu!;;;;
5390;when looking up hotels to stay in i was skeptical about this and many other hotels as one usually is in a city the've never visited;;;;
5391;however i was extremely pleased with my stay at platinum;;;;
5392;location;;;;
5393;located next to an am/pm gas station;;;;
5394;this was great because i could pregame on the cheap before we went to various places;;;;
5395;the hotel is very visible but still in the cut;;;;
5396;about a half mile or so from the venetian;;;;
5397;customer service;;;;
5398;when i walked in i was greeted with warmth;;;;
5399;it was about 1 am so not many people were in the lobby;;;;
5400;which was actually the case throughout my entire trip;;;;
5401;i chatted with the front desk associate like we were old friends;;;;
5402;he was just that nice;;;;
5403;and he made me feel so welcome!;;;;
5404;room;;;;
5405;can i tell you that this room was everything in life?! ok;;;;
5406;there i told you;;;;
5407;i was in room 402 i believe;;;;
5408;this room was in fact a suite;;;;
5409;i felt like it was an apartment and i had a lease;;;;
5410;freaking huge! it had separate areas for a kitchen (complete with full fridge stove / oven microwave dishwasher and bar) living room balcony bedroom with 2 queen beds a safe closet and tv and bathroom with closet garden tub separate bathroom and double sink vanity;;;;
5411;the bathroom was the size of most rooms;;;;
5412;completely clean!!!!;;;;
5413;i stayed in it by myself;;;;
5414;what a wondrous time!!!!!!! i had everything i needed and then some;;;;
5415;and the view! perfect view of the strip;;;;
5416;it's the perfect way to be a part of vegas without all the noise and smoke you get in a hotel with a casino;;;;
5417;at half the price;;;;
5418;or less depending on when you go;;;;
5419;my first night in vegas was spent relaxing in my beautiful room;;;;
5420;tip;;;;
5421;even if you can't go get a full massage or service at the spa at least purchase a cupcake bath salt from them and use in that beautiful tub;;;;
5422;so relaxing!;;;;
5423;i will def be bringing my sister and cousin back this march! can't wait!;;;;
5424;im sure i left something out but you get the gist right? if not;;;;
5425;stay here!! you won't regret it!;;;;
5426;i have been eating sushi a long time;;;;
5427;this place was so wonderful;;;;
5428;great sushi! i strongly recommend eating here;;;;
5429;enjoy;;;;
5430;stopped here for lunch after our dam tour based on yelp reviews;;;;
5431;we were starving and this place hit the spot;;;;
5432;do yourself a favor and get the cheese sticks!  yum!  girlfriends had the bacon burger and said it was top notch;;;;
5433;i had the bbq chicken salad and it was also very good;;;;
5434;service was good too;;;;
5435;all in all 6 thumbs up from the 3 of us!;;;;
5436;great place;;;;
5437;we stayed at the hermosa inn and dinner and breakfast at lon's were included as part of our package;;;;
5438;we were warmly greeted by the gentleman who was the host upon entering;;;;
5439;dinner was fantastic - the strip steak was perfectly cooked and flavorful;;;;
5440;started with the tortilla soup and finished with the panna cotta;;;;
5441;but our favorite part of the meal was the side of truffle fries - wow!  thought it was great that they had local beer options from mcfate brewing on tap - rare to find them on tap around the valley outside of the brewery;;;;
5442;our server was very pleasant and helpful and my wife got a birthday card from the staff since it was her birthday;;;;
5443;we returned for breakfast the next day;;;;
5444;breakfast menu was considerably smaller and a lot less options but the food was really good;;;;
5445;i had the ham & cheese omelette which was great;;;;
5446;large portion of toast accompanied my omelette and the crispy potatoes that came with the omelette were really good;;;;
5447;overall a really great experience - wouldn't hesitate to return for an upscale meal;;;;
5448;i've been to sakana twice for lunch and both times have been happy with the sushi and service;;;;
5449;instead of creating longer rolls with more pieces of sushi they create shorter fatter rolls;;;;
5450;makes for a bigger piece of sushi which i'm ok with;;;;
5451;i'd say the quality of fish rice and seaweed is good to very good;;;;
5452;i had 3 rolls and walked away full and content;;;;
5453;it's not the very best sushi i've ever had but it's a great choice here in scottsdale;;;;
